"AnimalID","Name","DateTime","OutcomeType","AnimalType","Age","Sex","IsFixed","MixColor","MainColor","MixBreed","MainBreed"
"A657905","Yes","2014-11-23 18:23:00","Adoption","Dog",1095,"Female","Yes","Yes","Brown","Yes","Rottweiler"
"A718886","Yes","2016-01-23 12:35:00","Adoption","Dog",730,"Male","Yes","Yes","Blue","Yes","American Bulldog"
"A703649","Yes","2016-02-18 16:16:00","Adoption","Dog",1095,"Female","Yes","Yes","White","Yes","Pit Bull"
"A669381","Yes","2013-12-21 18:26:00","Return_to_owner","Dog",1095,"Male","Yes","No","Gold","Yes","Golden Retriever"
"A667144","Yes","2013-11-29 17:50:00","Adoption","Cat",30,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A705335","Yes","2015-06-16 15:05:00","Return_to_owner","Dog",365,"Female","Yes","Yes","White","Yes","Other"
"A700892","No","2015-04-21 12:26:00","Transfer","Cat",2,"Unknown","Unknown","Yes","Black","Yes","Domestic Shorthair"
"A696264","Yes","2015-02-08 17:26:00","Euthanasia","Dog",730,"Male","Yes","Yes","Chocolate","Yes","Pit Bull"
"A686016","No","2014-08-18 15:35:00","Transfer","Dog",60,"Female","No","No","Black","Yes","Labrador Retriever"
"A448750","Yes","2014-04-29 15:08:00","Euthanasia","Dog",3285,"Male","Yes","Yes","Gold","No","Pit Bull"
"A716942","Yes","2015-11-30 18:15:00","Adoption","Dog",730,"Female","Yes","Yes","Brown","Yes","Australian Shepherd"
"A698183","Yes","2015-03-12 16:13:00","Euthanasia","Dog",730,"Female","No","No","Brown","Yes","Pit Bull"
"A660752","Yes","2013-10-10 13:18:00","Transfer","Cat",60,"Male","No","Yes","Brown","Yes","Domestic Shorthair"
"A669789","Yes","2013-12-30 12:22:00","Return_to_owner","Dog",730,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A673834","No","2014-03-03 15:54:00","Transfer","Cat",730,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A702312","Yes","2015-06-21 12:13:00","Adoption","Cat",60,"Male","Yes","Yes","Cream","Yes","Domestic Shorthair"
"A706669","No","2015-07-02 09:00:00","Transfer","Cat",120,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A704143","Yes","2015-06-25 17:51:00","Euthanasia","Dog",730,"Male","No","Yes","Black","Yes","Pit Bull"
"A697595","No","2015-02-26 09:00:00","Transfer","Cat",365,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A678062","Yes","2014-05-14 11:05:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Black","Yes","Dachshund"
"A701917","Yes","2015-12-28 11:19:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Black","Yes","Australian Shepherd"
"A696795","Yes","2015-02-15 13:51:00","Euthanasia","Dog",365,"Female","Yes","No","Brown","Yes","Chihuahua Shorthair"
"A676692","Yes","2014-04-14 13:02:00","Transfer","Dog",120,"Male","No","Yes","Brown","Yes","Pit Bull"
"A700109","Yes","2015-04-14 16:37:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Rat Terrier"
"A706603","Yes","2015-07-28 13:06:00","Transfer","Dog",1095,"Female","No","No","Brown","Yes","Australian Shepherd"
"A679583","Yes","2014-05-29 19:08:00","Transfer","Cat",1460,"Female","No","No","Tortie","Yes","Domestic Shorthair"
"A700809","No","2015-05-08 11:17:00","Adoption","Cat",90,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A664819","Yes","2013-10-19 14:51:00","Adoption","Dog",730,"Male","Yes","Yes","Blue","Yes","Staffordshire"
"A669895","No","2014-01-02 17:19:00","Adoption","Dog",60,"Female","Yes","No","Red","Yes","Labrador Retriever"
"A689701","Yes","2014-10-13 14:31:00","Transfer","Dog",730,"Male","No","Yes","Black","Yes","Manchester Terrier"
"A703513","Yes","2015-07-19 19:13:00","Adoption","Cat",90,"Male","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A694167","Yes","2015-02-02 12:26:00","Euthanasia","Dog",365,"Male","Yes","Yes","White","Yes","Catahoula"
"A669127","Yes","2013-12-24 17:03:00","Adoption","Dog",730,"Male","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A680534","Yes","2014-07-20 18:46:00","Adoption","Cat",30,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A707163","Yes","2015-12-04 13:26:00","Adoption","Cat",180,"Female","Yes","Yes","Tortie","Yes","Domestic Medium Hair"
"A704209","Yes","2015-06-14 15:38:00","Adoption","Dog",365,"Male","Yes","No","Black","No","Labrador Retriever"
"A697825","Yes","2015-03-10 18:15:00","Return_to_owner","Dog",270,"Male","Yes","Yes","Blue","Yes","Pit Bull"
"A686777","Yes","2014-08-26 18:22:00","Euthanasia","Cat",1095,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A712650","Yes","2015-11-14 15:59:00","Adoption","Cat",90,"Female","Yes","No","Tortie","Yes","Domestic Medium Hair"
"A666910","Yes","2013-11-11 11:10:00","Return_to_owner","Dog",730,"Female","Yes","Yes","White","Yes","Dachshund"
"A713470","No","2015-10-08 09:00:00","Transfer","Cat",730,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A710420","Yes","2015-08-28 17:09:00","Adoption","Dog",90,"Female","Yes","Yes","Black","Yes","German Shepherd"
"A699329","No","2015-03-26 09:00:00","Transfer","Cat",730,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A684458","Yes","2014-08-11 18:44:00","Adoption","Cat",60,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A701270","Yes","2015-08-27 13:19:00","Adoption","Dog",365,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A702583","No","2015-05-16 09:00:00","Transfer","Cat",90,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A697681","No","2015-02-26 13:47:00","Transfer","Dog",60,"Female","No","No","Chocolate","Yes","Other"
"A719795","Yes","2016-02-07 00:00:00","Transfer","Dog",365,"Female","Yes","Yes","Black","Yes","German Shepherd"
"A707498","No","2015-07-14 11:53:00","Euthanasia","Cat",365,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A718053","Yes","2015-12-31 19:15:00","Adoption","Dog",365,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A713002","No","2015-10-01 14:19:00","Transfer","Cat",1,"Unknown","Unknown","No","Orange","Yes","Domestic Shorthair"
"A695747","Yes","2015-01-22 22:15:00","Return_to_owner","Dog",730,"Male","No","No","Tan","Yes","Chihuahua Shorthair"
"A558566","Yes","2014-11-05 14:22:00","Euthanasia","Dog",1825,"Female","Yes","Yes","Tan","Yes","German Shepherd"
"A671956","Yes","2014-02-17 11:53:00","Adoption","Dog",1095,"Female","Yes","Yes","Black","Yes","German Shepherd"
"A665219","Yes","2014-07-21 08:45:00","Euthanasia","Dog",30,"Male","Yes","No","Tricolor","Yes","Australian Shepherd"
"A706024","Yes","2015-07-04 10:32:00","Transfer","Cat",30,"Male","Yes","No","Orange","Yes","Domestic Medium Hair"
"A715733","No","2015-11-09 00:00:00","Transfer","Cat",7,"Unknown","Unknown","Yes","Orange","Yes","Domestic Shorthair"
"A705187","No","2015-06-14 14:31:00","Transfer","Cat",14,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A658010","Yes","2013-11-03 17:23:00","Adoption","Dog",1095,"Female","Yes","Yes","Brown","Yes","Other"
"A694637","Yes","2015-02-12 13:47:00","Transfer","Dog",2190,"Male","Yes","Yes","Black","No","German Shepherd"
"A674400","Yes","2014-03-18 19:01:00","Adoption","Dog",730,"Male","Yes","Yes","White","Yes","Boxer"
"A675285","Yes","2014-04-05 10:09:00","Adoption","Dog",365,"Male","Yes","Yes","Red","Yes","Chihuahua Shorthair"
"A674741","No","2014-03-18 17:58:00","Return_to_owner","Cat",365,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A710856","Yes","2015-09-29 14:42:00","Transfer","Dog",180,"Male","Yes","Yes","White","Yes","Pit Bull"
"A683042","No","2014-07-06 18:35:00","Transfer","Cat",30,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A664710","No","2013-10-12 17:23:00","Adoption","Dog",30,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A676927","Yes","2014-05-25 17:12:00","Adoption","Cat",60,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A672053","No","2014-02-04 13:53:00","Transfer","Cat",730,"Male","No","No","Black","Yes","Domestic Shorthair"
"A690605","Yes","2014-10-26 13:06:00","Adoption","Dog",730,"Female","Yes","Yes","White","Yes","Australian Cattle Dog"
"A683502","Yes","2014-07-27 14:39:00","Transfer","Cat",730,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A684435","No","2014-07-30 13:46:00","Transfer","Cat",90,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A680026","Yes","2014-08-19 12:13:00","Adoption","Dog",730,"Female","Yes","Yes","Black","Yes","Australian Kelpie"
"A670688","Yes","2014-01-19 16:05:00","Transfer","Dog",730,"Female","No","Yes","Red","Yes","Australian Cattle Dog"
"A717098","No","2015-12-14 19:18:00","Transfer","Cat",90,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A684723","Yes","2014-08-04 18:34:00","Adoption","Dog",210,"Female","Yes","Yes","Fawn","Yes","Boxer"
"A684509","No","2014-07-24 18:39:00","Transfer","Cat",14,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A687298","Yes","2014-10-20 12:35:00","Adoption","Dog",730,"Female","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A673489","Yes","2014-03-07 15:34:00","Return_to_owner","Dog",2920,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A660750","Yes","2013-10-10 13:17:00","Transfer","Cat",60,"Female","No","Yes","White","Yes","Domestic Shorthair"
"A706691","No","2015-08-28 13:11:00","Adoption","Dog",60,"Female","Yes","No","Chocolate","Yes","Labrador Retriever"
"A677449","Yes","2014-05-26 15:57:00","Transfer","Dog",730,"Male","Yes","Yes","Black","Yes","Rottweiler"
"A684437","Yes","2014-08-10 11:42:00","Adoption","Dog",60,"Male","Yes","Yes","White","Yes","Miniature Schnauzer"
"A697059","Yes","2015-02-18 18:43:00","Adoption","Dog",180,"Male","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A693735","Yes","2015-01-19 11:34:00","Adoption","Dog",2920,"Male","Yes","No","Yellow","Yes","Chihuahua Shorthair"
"A718480","No","2016-01-08 18:53:00","Transfer","Cat",365,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A712135","Yes","2016-01-13 09:22:00","Adoption","Dog",365,"Male","Yes","No","Tan","Yes","Other"
"A669309","Yes","2013-12-21 17:51:00","Transfer","Dog",270,"Female","No","Yes","Brown","Yes","Pit Bull"
"A702118","Yes","2015-06-06 13:10:00","Transfer","Cat",730,"Male","Yes","Yes","White","No","Domestic Shorthair"
"A679050","No","2014-05-19 18:23:00","Euthanasia","Cat",30,"Unknown","Unknown","No","Black","Yes","Domestic Shorthair"
"A720523","Yes","2016-02-20 18:06:00","Return_to_owner","Dog",3285,"Male","Yes","No","White","No","Miniature Schnauzer"
"A694531","No","2015-01-03 17:49:00","Adoption","Dog",365,"Male","Yes","No","Sable","Yes","German Shepherd"
"A686271","No","2014-08-23 18:45:00","Adoption","Dog",365,"Female","Yes","No","Brown","Yes","Chihuahua Shorthair"
"A700709","Yes","2015-04-22 19:06:00","Adoption","Dog",1095,"Male","Yes","Yes","Yellow","Yes","Other"
"A671143","Yes","2014-01-28 15:51:00","Adoption","Cat",1095,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A687217","No","2014-09-07 16:27:00","Transfer","Dog",60,"Male","Yes","Yes","Brown","Yes","Border Collie"
"A692917","Yes","2014-12-16 16:02:00","Adoption","Dog",1825,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A665815","Yes","2013-10-28 12:57:00","Transfer","Dog",60,"Male","No","Yes","Red","Yes","Dachshund"
"A687984","Yes","2014-09-16 18:48:00","Adoption","Dog",365,"Female","Yes","Yes","White","Yes","Cocker Spaniel"
"A708400","No","2015-09-12 17:46:00","Adoption","Cat",90,"Female","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A669386","Yes","2015-02-01 11:40:00","Return_to_owner","Dog",730,"Male","Yes","No","White","Yes","Pit Bull"
"A708801","No","2015-08-03 14:26:00","Died","Dog",3,"Female","No","Yes","Brown","Yes","Pit Bull"
"A710244","Yes","2015-08-28 17:58:00","Adoption","Dog",120,"Male","Yes","No","Tricolor","Yes","Manchester Terrier"
"A718528","Yes","2016-01-07 14:29:00","Adoption","Dog",365,"Female","Yes","Yes","Red","Yes","Chihuahua Shorthair"
"A692150","Yes","2014-12-22 13:27:00","Adoption","Cat",90,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A689455","Yes","2014-10-10 15:59:00","Adoption","Dog",180,"Male","Yes","Yes","White","Yes","Catahoula"
"A704168","Yes","2015-07-10 17:39:00","Adoption","Cat",60,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A695730","Yes","2015-01-30 15:39:00","Return_to_owner","Dog",2190,"Male","Yes","No","Tricolor","Yes","Rottweiler"
"A716568","Yes","2015-11-29 17:09:00","Adoption","Dog",270,"Female","Yes","Yes","Tan","Yes","Other"
"A664544","Yes","2013-11-22 18:27:00","Adoption","Cat",210,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A687063","Yes","2015-02-03 15:01:00","Transfer","Cat",730,"Male","Yes","No","Cream","Yes","Domestic Shorthair"
"A690322","Yes","2014-10-26 17:28:00","Adoption","Dog",30,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A663579","Yes","2013-10-25 17:03:00","Transfer","Dog",270,"Female","Yes","Yes","Black","Yes","Labrador Retriever"
"A682436","Yes","2015-04-28 15:41:00","Transfer","Dog",730,"Female","Yes","Yes","Brown","Yes","Collie Smooth"
"A695059","Yes","2015-01-09 18:34:00","Return_to_owner","Dog",2190,"Male","Yes","No","Red","Yes","Dachshund Longhair"
"A715029","Yes","2015-10-31 18:04:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","German Shepherd"
"A716860","Yes","2015-12-02 18:45:00","Adoption","Dog",365,"Male","Yes","Yes","Sable","Yes","Beagle"
"A684073","Yes","2014-10-08 15:59:00","Transfer","Dog",180,"Male","Yes","Yes","Black","Yes","German Shepherd"
"A714473","Yes","2015-12-20 19:24:00","Adoption","Cat",90,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A686597","Yes","2014-09-08 16:23:00","Transfer","Dog",60,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A667006","No","2013-11-12 14:10:00","Transfer","Cat",150,"Male","No","Yes","Orange","Yes","Domestic Shorthair"
"A704688","Yes","2015-06-14 16:31:00","Adoption","Dog",60,"Female","Yes","No","Tricolor","Yes","Labrador Retriever"
"A681104","No","2014-06-13 13:05:00","Euthanasia","Cat",2555,"Female","Yes","No","Calico","Yes","Domestic Longhair"
"A705617","Yes","2015-06-30 18:33:00","Adoption","Cat",60,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A704132","Yes","2015-07-21 11:27:00","Return_to_owner","Dog",730,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A678500","Yes","2014-11-16 12:18:00","Return_to_owner","Dog",365,"Male","Yes","Yes","White","No","Basset Hound"
"A681244","No","2014-06-14 12:46:00","Transfer","Cat",21,"Female","No","Yes","Orange","Yes","Domestic Shorthair"
"A719092","Yes","2016-01-17 13:13:00","Adoption","Dog",150,"Male","Yes","Yes","Tan","Yes","Beagle"
"A679447","No","2014-05-21 12:34:00","Transfer","Cat",21,"Male","No","No","Black","Yes","Domestic Shorthair"
"A677471","Yes","2014-04-27 12:39:00","Transfer","Cat",28,"Male","No","Yes","Brown","Yes","Domestic Shorthair"
"A714017","Yes","2015-12-18 15:18:00","Adoption","Cat",60,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A678960","Yes","2014-05-21 18:02:00","Adoption","Dog",365,"Female","Yes","No","Black","Yes","Other"
"A656692","Yes","2013-10-23 15:02:00","Transfer","Cat",210,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A720170","Yes","2016-02-07 14:20:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","White","Yes","Great Pyrenees"
"A710402","Yes","2015-10-24 15:49:00","Adoption","Cat",90,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A706395","Yes","2015-07-07 17:45:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Flat Coat Retriever"
"A689647","Yes","2014-10-11 17:35:00","Adoption","Cat",60,"Female","Yes","Yes","White","Yes","Domestic Shorthair"
"A706692","No","2015-08-28 13:14:00","Adoption","Dog",60,"Male","Yes","No","Blue","Yes","Labrador Retriever"
"A674942","No","2014-03-20 16:22:00","Transfer","Cat",1,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A678661","No","2014-05-11 15:01:00","Transfer","Cat",14,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A681181","Yes","2014-06-24 17:39:00","Return_to_owner","Dog",1825,"Male","Yes","No","Brown","Yes","Pit Bull"
"A542025","Yes","2015-10-09 15:26:00","Transfer","Cat",365,"Male","Yes","No","Chocolate","Yes","Other"
"A688160","Yes","2014-10-01 18:15:00","Euthanasia","Dog",730,"Male","No","Yes","Brown","Yes","American Staffordshire Terrier"
"A680562","Yes","2014-06-04 17:15:00","Return_to_owner","Dog",1095,"Male","No","No","Chocolate","Yes","Labrador Retriever"
"A646578","Yes","2014-11-25 13:29:00","Adoption","Dog",1460,"Male","Yes","Yes","Red","Yes","Labrador Retriever"
"A690699","Yes","2014-11-04 18:03:00","Transfer","Dog",120,"Female","No","Yes","Blue","Yes","Chihuahua Shorthair"
"A711944","No","2015-09-14 17:16:00","Transfer","Cat",21,"Male","No","Yes","Brown","Yes","Domestic Shorthair"
"A661592","Yes","2013-10-29 11:18:00","Adoption","Dog",90,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A705484","No","2015-06-18 11:35:00","Transfer","Dog",730,"Male","No","No","Red","Yes","Chihuahua Shorthair"
"A710527","No","2015-08-24 14:43:00","Transfer","Cat",14,"Unknown","Unknown","No","Calico","Yes","Domestic Shorthair"
"A646062","Yes","2014-08-07 11:47:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A680307","Yes","2014-08-10 17:29:00","Adoption","Dog",60,"Male","Yes","Yes","Black","Yes","Australian Kelpie"
"A705575","Yes","2015-06-30 12:14:00","Transfer","Cat",365,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A666408","No","2013-11-02 11:27:00","Transfer","Dog",180,"Male","No","Yes","White","Yes","Chihuahua Shorthair"
"A695285","Yes","2015-01-15 18:59:00","Return_to_owner","Dog",365,"Male","Yes","No","Yellow","Yes","Pug"
"A668136","Yes","2013-12-17 12:45:00","Adoption","Dog",30,"Female","Yes","Yes","Black","Yes","German Shepherd"
"A691907","Yes","2014-11-19 11:15:00","Transfer","Dog",2920,"Male","Yes","No","Fawn","Yes","Other"
"A673413","Yes","2014-02-23 18:32:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Blue","Yes","Australian Shepherd"
"A686266","No","2014-08-20 09:00:00","Transfer","Cat",365,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A666575","No","2013-11-06 07:18:00","Transfer","Dog",90,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A677736","Yes","2014-05-04 18:18:00","Transfer","Dog",2190,"Female","Yes","No","White","No","Miniature Poodle"
"A687679","Yes","2014-10-09 15:41:00","Adoption","Dog",30,"Male","Yes","Yes","Black","Yes","German Shepherd"
"A713365","No","2015-11-13 11:53:00","Transfer","Cat",30,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A715941","No","2015-11-18 14:30:00","Return_to_owner","Dog",180,"Male","No","Yes","White","Yes","Other"
"A705507","No","2015-06-18 17:28:00","Transfer","Cat",28,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A713899","Yes","2015-10-28 16:17:00","Adoption","Dog",240,"Male","Yes","No","Tricolor","Yes","Australian Kelpie"
"A688979","No","2014-09-27 17:06:00","Transfer","Cat",21,"Female","No","No","Orange","Yes","Domestic Medium Hair"
"A686393","Yes","2014-12-06 16:01:00","Adoption","Dog",730,"Female","Yes","Yes","Tan","Yes","Pit Bull"
"A705591","Yes","2015-07-03 13:28:00","Transfer","Dog",2555,"Female","No","Yes","White","Yes","Chihuahua Shorthair"
"A692580","No","2014-11-29 12:43:00","Transfer","Dog",90,"Female","No","Yes","Other","Yes","Jack Russell Terrier"
"A683526","No","2014-07-14 15:24:00","Transfer","Cat",30,"Male","No","Yes","Blue","No","Domestic Medium Hair"
"A688484","Yes","2015-05-11 18:10:00","Return_to_owner","Cat",730,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A701243","Yes","2015-05-01 12:38:00","Return_to_owner","Dog",365,"Female","No","Yes","Tan","Yes","Other"
"A680683","No","2014-06-07 19:09:00","Transfer","Cat",730,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A702735","Yes","2015-05-18 16:41:00","Transfer","Cat",28,"Male","No","Yes","Orange","Yes","Domestic Shorthair"
"A688818","No","2014-09-28 18:38:00","Adoption","Dog",60,"Male","Yes","No","Tricolor","Yes","Beagle"
"A663079","Yes","2013-10-30 15:48:00","Adoption","Dog",270,"Male","Yes","Yes","White","Yes","Pointer"
"A719207","Yes","2016-01-15 14:53:00","Transfer","Dog",30,"Male","No","No","Tricolor","Yes","Chihuahua Shorthair"
"A631695","Yes","2014-06-13 13:17:00","Return_to_owner","Dog",1460,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A664989","No","2013-10-12 11:54:00","Euthanasia","Dog",150,"Male","No","Yes","Brown","Yes","Australian Shepherd"
"A672010","Yes","2014-02-09 15:35:00","Adoption","Dog",1825,"Female","Yes","Yes","Blue","Yes","Australian Shepherd"
"A662817","Yes","2013-10-05 12:31:00","Adoption","Dog",365,"Male","Yes","Yes","Black","No","Rottweiler"
"A688144","Yes","2014-10-01 14:26:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A714872","No","2015-11-22 18:39:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Medium Hair"
"A719930","Yes","2016-02-04 17:03:00","Adoption","Dog",730,"Female","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A718345","No","2016-01-04 16:44:00","Transfer","Dog",30,"Male","No","Yes","Brown","Yes","Chihuahua Shorthair"
"A664521","Yes","2014-01-07 13:59:00","Transfer","Dog",365,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A532017","Yes","2014-01-05 18:11:00","Adoption","Dog",2555,"Female","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A677018","Yes","2014-04-25 08:47:00","Return_to_owner","Dog",365,"Female","Yes","No","Gold","No","Black Mouth Cur"
"A694149","Yes","2015-01-06 17:17:00","Adoption","Dog",730,"Male","Yes","Yes","Red","Yes","Chihuahua Shorthair"
"A708674","Yes","2015-08-19 16:54:00","Transfer","Cat",150,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A706088","No","2015-06-24 16:39:00","Transfer","Cat",21,"Unknown","Unknown","No","Calico","Yes","Domestic Shorthair"
"A664237","No","2013-10-01 10:44:00","Transfer","Cat",7,"Unknown","Unknown","Yes","Orange","Yes","Domestic Shorthair"
"A671994","Yes","2014-02-02 12:27:00","Return_to_owner","Dog",365,"Female","Yes","No","Gold","Yes","Golden Retriever"
"A652974","Yes","2014-08-01 17:36:00","Adoption","Dog",730,"Female","Yes","No","White","No","Toy Poodle"
"A667889","Yes","2013-12-26 19:06:00","Adoption","Dog",365,"Male","Yes","Yes","Blue","Yes","Australian Cattle Dog"
"A690463","Yes","2014-10-26 17:22:00","Return_to_owner","Dog",270,"Male","Yes","No","Tan","Yes","Border Terrier"
"A710070","Yes","2015-09-07 17:24:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A693995","Yes","2014-12-19 17:53:00","Return_to_owner","Dog",730,"Female","Yes","No","Yellow","Yes","Labrador Retriever"
"A678756","Yes","2014-07-10 07:51:00","Adoption","Cat",90,"Female","Yes","Yes","Brown","Yes","Domestic Medium Hair"
"A683347","No","2014-07-13 17:17:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Dachshund Longhair"
"A682680","No","2014-07-08 14:49:00","Transfer","Cat",60,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A670849","Yes","2014-04-08 10:06:00","Adoption","Dog",730,"Female","Yes","Yes","Black","Yes","Other"
"A708296","Yes","2015-08-16 19:02:00","Adoption","Cat",60,"Male","Yes","Yes","Brown","Yes","Domestic Medium Hair"
"A694252","Yes","2014-12-29 14:33:00","Return_to_owner","Cat",365,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A650531","Yes","2015-11-15 12:54:00","Return_to_owner","Dog",1460,"Male","Yes","No","Brown","Yes","Rhod Ridgeback"
"A651564","Yes","2014-02-16 19:16:00","Adoption","Dog",365,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A428783","Yes","2014-02-13 16:33:00","Adoption","Dog",2920,"Female","Yes","Yes","Blue","No","Australian Cattle Dog"
"A701267","No","2015-04-26 17:36:00","Transfer","Cat",21,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A704837","Yes","2015-06-15 15:40:00","Transfer","Cat",60,"Female","Yes","No","Orange","Yes","Domestic Shorthair"
"A686157","Yes","2014-08-21 17:07:00","Adoption","Dog",60,"Female","Yes","Yes","White","Yes","American Pit Bull Terrier"
"A664183","Yes","2013-12-15 15:58:00","Adoption","Cat",90,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A668326","Yes","2013-12-12 16:58:00","Adoption","Cat",90,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A707092","Yes","2015-07-17 18:25:00","Adoption","Dog",730,"Female","Yes","Yes","Blue","Yes","Catahoula"
"A676650","Yes","2014-04-17 18:44:00","Return_to_owner","Dog",180,"Female","Yes","Yes","Tan","Yes","Pointer"
"A685740","No","2014-08-12 09:23:00","Euthanasia","Cat",1095,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A717214","No","2015-12-04 17:59:00","Transfer","Dog",1095,"Female","No","No","Brown","Yes","Labrador Retriever"
"A354540","Yes","2015-01-22 12:07:00","Adoption","Cat",365,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A552447","Yes","2015-11-15 17:08:00","Adoption","Cat",2190,"Male","Yes","Yes","Blue","Yes","Domestic Longhair"
"A690900","Yes","2014-11-22 13:23:00","Adoption","Cat",60,"Female","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A687052","No","2014-08-31 09:00:00","Transfer","Cat",120,"Male","No","Yes","Orange","Yes","Domestic Shorthair"
"A683621","Yes","2014-07-16 13:02:00","Transfer","Dog",1825,"Female","No","Yes","White","No","Other"
"A701899","Yes","2015-05-16 15:46:00","Return_to_owner","Dog",730,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A701974","Yes","2015-05-07 14:14:00","Return_to_owner","Dog",1095,"Male","No","Yes","White","Yes","American Staffordshire Terrier"
"A677107","No","2014-04-19 15:52:00","Transfer","Cat",2,"Unknown","Unknown","No","Blue","Yes","Domestic Shorthair"
"A705809","No","2015-06-25 18:29:00","Adoption","Dog",60,"Female","Yes","Yes","Black","Yes","Labrador Retriever"
"A597417","Yes","2015-06-29 18:38:00","Return_to_owner","Cat",1825,"Male","Yes","Yes","Black","No","Domestic Shorthair"
